717,2015-12-1,07:48:00,10:13:00,18.46,157660,-6.86490201950073,107.608680725098,-6.86490201950073,107.608680725098,-6.86490201950073,107.608680725098,-6.90045976638794,107.598197937012,-6.90045976638794,107.598152160645,-6.90045976638794,107.598152160645
717,2015-12-1,10:42:00,12:51:00,17.2,147980,-6.95345687866211,107.584121704102,-6.95302486419678,107.582618713379,-6.95280504226685,107.580955505371,-6.94982814788818,107.586853027344,-6.95145320892334,107.585792541504,-6.95213222503662,107.585357666016
717,2015-12-1,13:36:00,13:50:00,3.19,22580,-6.93281507492065,107.59644317627,-6.93442487716675,107.596031188965,-6.93490219116211,107.596076965332,-6.92707014083862,107.585716247559,-6.92707014083862,107.585716247559,-6.92707014083862,107.585716247559
717,2015-12-1,14:07:00,15:04:00,7.07,67020,-6.9284200668335,107.587013244629,-6.92844295501709,107.587020874023,-6.92844295501709,107.587020874023,-6.90149784088135,107.59741973877,-6.90149784088135,107.59741973877,-6.90149784088135,107.59741973877
717,2015-12-1,15:31:00,16:10:00,8.69,56020,-6.89475202560425,107.588531494141,-6.89475202560425,107.588531494141,-6.89475202560425,107.588531494141,-6.88734483718872,107.555084228516,-6.88778018951416,107.555351257324,-6.88749694824219,107.555786132812
717,2015-12-1,16:58:00,17:45:00,7.88,59540,-6.93618297576904,107.606346130371,-6.93618297576904,107.606346130371,-6.93618297576904,107.606346130371,-6.93018293380737,107.650917053223,-6.93039798736572,107.651351928711,-6.93039798736572,107.651351928711
717,2015-12-1,20:16:00,20:40:00,6.97,40620,-6.91617202758789,107.601348876953,-6.9159369468689,107.601425170898,-6.9159369468689,107.601425170898,-6.9130277633667,107.643646240234,-6.9130277633667,107.643646240234,-6.9130277633667,107.643646240234
717,2015-12-1,20:55:00,21:03:00,0.68,12020,-6.93447685241699,107.642684936523,-6.93286991119385,107.642890930176,-6.93032789230347,107.639770507812,-6.92436504364014,107.626770019531,-6.92436504364014,107.626770019531,-6.92436504364014,107.626770019531
717,2015-12-2,08:48:00,09:03:00,3.58,23460,-6.91259813308716,107.602294921875,-6.91259813308716,107.602294921875,-6.91259813308716,107.602294921875,-6.91115188598633,107.588371276855,-6.9105978012085,107.586936950684,-6.91009187698364,107.585586547852
717,2015-12-2,10:35:00,12:01:00,16.67,111900,-6.9522271156311,107.578918457031,-6.95197820663452,107.577499389648,-6.95108699798584,107.576416015625,-6.9503002166748,107.58659362793,-6.95189189910889,107.58553314209,-6.95301723480225,107.584800720215
717,2015-12-2,13:27:00,14:37:00,11.5,89020,-6.92955207824707,107.635444641113,-6.92904710769653,107.635108947754,-6.92865705490112,107.633613586426,-6.92805004119873,107.574035644531,-6.92960500717163,107.573371887207,-6.93157196044922,107.572654724121
717,2015-12-7,10:13:00,11:10:00,10.5,74060,,,,,,,-6.93012285232544,107.650619506836,-6.9301872253418,107.65079498291,-6.93059682846069,107.652015686035
