pickup_datetime,dropoff_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
2013-01-01 00:02:00,2013-01-01 00:09:00,-73.956558,40.771172,-73.975258,40.752247
2013-01-01 00:02:00,2013-01-01 00:09:00,-73.981956,40.691143,-73.956558,40.715031
2013-01-01 00:02:00,2013-01-01 00:07:00,-73.968964,40.758125,-73.953972,40.766975
2013-01-01 00:02:00,2013-01-01 00:02:00,0,0,0,0
2013-01-01 00:02:00,2013-01-01 00:41:00,-73.978249,40.784039,-73.865845,40.691341
2013-01-01 00:02:00,2013-01-01 00:05:00,-74.003197,40.733032,-74.012985,40.717377
2013-01-01 00:02:00,2013-01-01 00:05:00,-73.959633,40.762802,-73.948555,40.774818
2013-01-01 00:02:00,2013-01-01 00:09:00,-73.99395,40.756634,-73.999084,40.740143
2013-01-01 00:02:00,2013-01-01 00:10:00,-73.976662,40.785511,-73.947365,40.791023
2013-01-01 00:02:00,2013-01-01 00:18:00,-73.981865,40.716583,-73.978195,40.684978
2013-01-01 00:02:00,2013-01-01 00:08:00,-73.955521,40.779541,-73.964317,40.792328
2013-01-01 00:02:00,2013-01-01 00:11:00,-73.955811,40.785042,-73.983589,40.774551
2013-01-01 00:02:00,2013-01-01 00:24:00,-73.864784,40.770378,-73.998604,40.755314
2013-01-01 00:02:00,2013-01-01 00:12:00,-74.006386,40.739594,-74.008965,40.715763
2013-01-01 00:02:00,2013-01-01 00:16:00,-73.981171,40.74147,-73.96582,40.771221
2013-01-01 00:02:00,2013-01-01 00:16:00,-73.868149,40.772663,-73.911278,40.769352
2013-01-01 00:02:00,2013-01-01 00:19:00,-74.003418,40.751469,-73.95182,40.824444
2013-01-01 00:02:00,2013-01-01 00:07:00,-73.982018,40.771561,-73.970963,40.793282
2013-01-01 00:02:00,2013-01-01 00:03:00,-73.944618,40.783131,-73.947418,40.775574
2013-01-01 00:02:00,2013-01-01 00:17:00,-73.998177,40.741211,-73.986732,40.711185
2013-01-01 00:02:00,2013-01-01 00:17:00,-73.979263,40.753063,-73.995338,40.765121
2013-01-01 00:02:00,2013-01-01 00:13:00,-73.995239,40.759289,-73.986267,40.744286
2013-01-01 00:02:00,2013-01-01 00:08:00,-73.994514,40.743763,-73.991913,40.746593
2013-01-01 00:02:00,2013-01-01 00:14:00,-73.987274,40.744347,-74.009491,40.708561
2013-01-01 00:02:00,2013-01-01 00:07:00,-73.997627,40.763859,-73.994987,40.769932
2013-01-01 00:02:00,2013-01-01 00:07:00,-73.983009,40.722588,-73.977844,40.737911
2013-01-01 00:02:00,2013-01-01 00:06:00,-73.992996,40.742805,-73.996719,40.74147
2013-01-01 00:02:00,2013-01-01 00:19:00,-74.013016,40.702393,-74.002304,40.751846
2013-01-01 00:02:00,2013-01-01 00:10:00,-74.00396,40.741959,-73.987457,40.750458
2013-01-01 00:02:00,2013-01-01 00:08:00,-73.94223,40.790871,-73.960335,40.803967
2013-01-01 00:02:00,2013-01-01 00:10:00,-73.991653,40.749962,-73.984131,40.733543
2013-01-01 00:02:00,2013-01-01 00:14:00,-73.983299,40.734962,-73.949287,40.781464
2013-01-01 00:02:00,2013-01-01 00:30:00,-73.950279,40.795467,-73.993507,40.728157
2013-01-01 00:02:00,2013-01-01 00:16:00,-73.992981,40.719704,-73.99276,40.682003
2013-01-01 00:02:00,2013-01-01 00:14:00,-73.975174,40.756126,-73.974228,40.737362
2013-01-01 00:02:00,2013-01-01 00:14:00,-73.976074,40.788586,-73.965118,40.759537
2013-01-01 00:02:00,2013-01-01 00:06:00,-73.981934,40.769608,-73.977295,40.774387
2013-01-01 00:02:00,2013-01-01 00:08:00,-73.975784,40.761204,-73.966705,40.754124
2013-01-01 00:02:00,2013-01-01 00:11:00,-73.987541,40.770512,-73.953476,40.770172
2013-01-01 00:02:00,2013-01-01 00:10:00,-73.980179,40.761574,-73.975685,40.752007
2013-01-01 00:02:00,2013-01-01 00:12:00,-73.953522,40.775436,-73.980644,40.742268
