2015-9-31,003,14:08,14:08,0.00,8500
2015-9-31,003,14:08,14:08,0.00,8500
2015-9-31,003,14:08,14:08,0.00,8500
2015-9-31,003,14:08,14:08,0.00,8500
2015-9-31,003,14:08,14:08,0.00,8500
2015-9-31,003,14:08,14:08,0.00,8500
2015-08-06,003,22:24,22:26,0.00,176000
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:25,06:25,0.00,8500
2015-08-06,003,06:25,06:25,0.00,8500
2015-9-30,003,00:00,06:53,0.00,23900
2015-9-30,003,06:53,06:54,0.00,8500
2015-9-30,003,06:54,06:57,0.00,8500
2015-9-30,003,06:57,06:57,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:58,06:58,0.00,8500
2015-9-30,003,06:59,06:59,0.00,8500
2015-9-30,003,06:59,06:59,0.00,8500
2015-9-30,003,06:59,06:59,0.00,8500
2015-9-30,003,06:59,06:59,0.00,8500
2015-9-30,003,06:59,06:59,0.00,8500
2015-9-30,003,06:59,06:59,0.00,8500
2015-9-30,003,06:59,06:59,0.00,8500
2015-9-30,003,06:59,06:59,0.00,8500
2015-9-30,003,07:00,07:00,0.00,8500
2015-9-30,003,07:00,07:00,0.00,8500
2015-9-30,003,07:00,07:01,0.00,8500
2015-9-30,003,07:01,07:01,0.00,8500
2015-9-30,003,07:01,07:01,0.00,8500
2015-9-30,003,07:01,07:01,0.00,8500
2015-9-30,003,07:01,07:16,0.00,15540
2015-9-30,003,07:16,07:16,0.00,8500
2015-08-06,003,22:25,22:28,0.00,176000
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-9-04,003,15:54,15:54,0.00,8500
2015-9-04,003,15:54,15:54,0.00,8500
2015-9-04,003,15:54,15:54,0.00,8500
2015-9-04,003,15:54,15:54,0.00,8500
2015-08-06,003,22:29,22:29,0.00,176000
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,22:26,22:27,0.00,176000
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:22,0.00,8500
2015-08-06,003,06:22,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:23,06:23,0.00,8500
2015-08-06,003,06:25,06:25,0.00,8500
2015-08-06,003,06:25,06:25,0.00,8500
2015-08-06,003,06:25,06:25,0.00,8500
2015-08-06,003,06:26,06:26,0.00,8500
2015-08-06,003,06:26,06:26,0.00,8500
2015-08-06,003,06:26,06:26,0.00,8500
2015-08-06,003,06:26,06:26,0.00,8500
2015-08-06,003,06:26,06:26,0.00,8500
2015-08-06,003,06:26,06:26,0.00,8500
2015-08-06,003,06:26,06:26,0.00,8500
2015-08-06,003,07:00,07:00,0.00,8500
